instance, best_cost (-1 -> not known), weighted, unweighted, any-time?
MinimumWeightDominatingSetProblem_wt-soc-livejournal-user-groups.wcnf,86090251,True,False,True
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_9_ms_0_25_0_erm.wcnf,281,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N300_D0.200.wcnf,8082075,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_Horse.BIC_TWBound_2.wcnf,452466275,True,False,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3.wcnf,108,True,False,True
timetabling_wt-test4.wcnf,134,True,False,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_74.wcnf,16,True,False,True
decision-tree-australian-credit-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,131,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.4_1.wcnf,122327,True,False,True
tcp_wt-tcp_students_112_it_13.wcnf,2958,True,False,True
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_6_ms_0_25_0_erm.wcnf,521,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200.wcnf,72335832,True,False,True
lisbon-wedding_wt-lisbon-wedding-6-19.wcnf,805,True,False,True
synplicate_new-synplicate_synthetic_dag_run1_16_size_4_ms_0_25_0_erm.wcnf,147,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.5_7.wcnf,135735,True,False,True
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_11_ms_0_25_0_erm.wcnf,126,True,False,True
synplicate_new-synplicate_complete_tree_arity3_feature_4_size_12_ms_0_25_0_erm.wcnf,606,True,False,True
synplicate_new-synplicate_synthetic_dag_run2_17_size_10_ms_26_50_0_erm.wcnf,810,True,False,True
setcover_wt-rail4284.wcnf,1120,True,False,True
MinimumWeightDominatingSetProblem_wt-socfb-uci-uni.wcnf,-1,True,False,True
MinimumWeightDominatingSetProblem_wt-inf-road-usa.wcnf,624089416,True,False,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_5.wcnf,93,True,False,True
synplicate_new-synplicate_synthetic_dag_run1_14_size_5_ms_0_25_0_erm.wcnf,208,True,False,True
decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_3.wcnf,186,True,False,True
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_0.wcnf,313158,True,False,True
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,67,True,False,True
lisbon-wedding_wt-lisbon-wedding-7-19.wcnf,424,True,False,True
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_76.wcnf,10,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_4.wcnf,1388734978,True,False,True
MinimumWeightDominatingSetProblem_wt-bn-human-BNU_1_0025865_session_1-bg.wcnf,119324637,True,False,True
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,174,True,False,True
railway-transport_wt-wg2.wcnf,78,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N400.wcnf,18303251,True,False,True
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_8_ms_0_25_0_erm.wcnf,318,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.5_6.wcnf,135356,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_3.wcnf,5253148479,True,False,True
railway-transport_wt-r11.wcnf,43336995,True,False,True
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3.wcnf,149,True,False,True
synplicate_new-synplicate_complete_tree_arity3_feature_3_size_8_ms_0_25_0_erm.wcnf,244,True,False,True
synplicate_new-synplicate_synthetic_dag_run2_0_size_10_ms_26_50_0_erm.wcnf,892,True,False,True
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.3_1.wcnf,97098,True,False,True
setcover_wt-rail4872.wcnf,1575,True,False,True
railway-transport_wt-bf2030fvslack.wcnf,245735,True,False,True
synplicate_new-synplicate_complete_tree_arity2_feature_4_size_10_ms_0_25_0_erm.wcnf,250,True,False,True
