Instance, Best_Cost
c-inference-pre-processing_c_inference_50_42_v6.wcnf.xz,0
SeanSafarpour-wb_conmax3.dimacs.filtered.wcnf.xz,33
optic-gen_mult_4_5_991.wcnf.xz,115
minimize-5gons-u5-cube-maxcdcl-11-tmp-15-2655746.wcnf.xz,77
packup-7f80e4f0-4fe9-11e0-acd7-00163e1e087d_l3.wcnf.xz,404
des-cnf.9.p.10.wcnf.xz,9
mbd-b14_C-mbd14-0377.wcnf.xz,24
minimize-5gons-u5-cube-maxcdcl-12-tmp-15-2655746.wcnf.xz,77
program-disambiguation-Q50_YESNO_6.wcnf.xz,0
mbd-b21_C-mbd14-0286.wcnf.xz,20
decision-tree-splice-1-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf.xz,343
gen-hyper-tw-GenHyperTW_b06.wcnf.xz,4
optic-gen_mult_3_6_33.wcnf.xz,144
CircuitDebuggingProblems-mem_ctrl-debug.dimacs.wcnf.xz,1
close_solutions-SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.3.wcnf.xz,7
minimize-5gons-u5-cube-maxcdcl-24-tmp-15-2655746.wcnf.xz,77
planning-bnn-navigation_4x4_7.wcnf.xz,5
extension-enforcement-extension-enforcement_strict_com_150_0.1_2_15_0.wcnf.xz,26
aes-mul_8_14.wcnf.xz,56
max-realizability-power-distribution_5_2.wcnf.xz,0
program-disambiguation-Q2_OPTIONS_1.wcnf.xz,0
logic-synthesis-normalized-ex5.pi.opb.msat.wcnf.xz,65
railway-transport-we.wcnf.xz,294
minimize-5gons-u5-cube-maxcdcl-59-tmp-15-2655746.wcnf.xz,77
fault-diagnosis-s01423_nan_explicit_7_0.wcnf.xz,65
c-inference-pre-processing_c_inference_60_61_vq11.wcnf.xz,0
biorepair-heatShock_WT_36_12.lp.sm-extracted.wcnf.xz,5
wqueens-wqueens6_4.wcsp.dir.wcnf.xz,2
planning-bnn-sysadmin_4_2.wcnf.xz,0
CircuitDebuggingProblems-spi-debug.dimacs.wcnf.xz,1
causal-discovery-causal_n6_i7_N1000_uai14_harddeps_int.wcnf.xz,49
c-inference-pre-processing_c_inference_50_64_v38.wcnf.xz,0
atcoss-atcoss_mesat_18.wcnf.xz,12
minimize-5gons-u5-cube-maxcdcl-36-tmp-15-2655746.wcnf.xz,77
privilege-escalation-cloud_access_control_repair_task-146.wcnf.xz,8
min-fill-MinFill_R0_myciel6.wcnf.xz,753
des-cnf.13.p.6.wcnf.xz,13
causal-discovery-causal_n7_i8_N10000_uai14_constant_int.wcnf.xz,24
pseudoBoolean-normalized-hanoi5.opb.msat.wcnf.xz,1931
judgment-aggregation-ja-maxham-preflib-00049-00000516.wcnf.xz,53
causal-discovery-causal_n6_i1_N500_uai13_harddeps_int.wcnf.xz,19
drmx-cryptogen-threshold128_6.wcnf.xz,800
treewidth-computation-TWComp_queen5_5_N25.wcnf.xz,18
des-cnf.15.p.3.wcnf.xz,15
gen-hyper-tw-GenHyperTW_dubois29.wcnf.xz,5
frb-frb40-19-1.partial.wcnf.xz,720
treewidth-computation-TWComp_myciel4_N23.wcnf.xz,10
SeanSafarpour-rsdecoder-problem.dimacs_39.filtered.wcnf.xz,1
program-disambiguation-Q27_YESNO_1.wcnf.xz,2
biorepair-heatShock_WT_134_12.lp.sm-extracted.wcnf.xz,4
logic-synthesis-normalized-f51m.b.opb.msat.wcnf.xz,18
aes-sbox_4.wcnf.xz,22
CircuitDebuggingProblems-ac97_ctrl-debug.dimacs.wcnf.xz,1
atcoss-atcoss_mesat_13.wcnf.xz,0
close_solutions-SAT11__application__fuhs__AProVE11__AProVE11-16.cnf.wcnf.1.wcnf.xz,263
mqc-10tree320p.wcnf.xz,42
privilege-escalation-cloud_access_control_repair_task-61.wcnf.xz,16
ramsey-ram_k3_n19.ra0.wcnf.xz,75
extension-enforcement-extension-enforcement_strict_com_150_0.05_3_30_0.wcnf.xz,33
treewidth-computation-TWComp_oesoca4_N42.wcnf.xz,3
close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.8.wcnf.xz,7
aes-key-recovery-AES1-50-13.wcnf.xz,1
minimize-5gons-u5-cube-maxcdcl-7-tmp-15-2655746.wcnf.xz,77
vpa-UAutomizer_Addition01_true-unreach-call_true-no-overflow_true-termination.c_Abstraction1.wcnf.xz,681
gen-hyper-tw-GenHyperTW_b01.wcnf.xz,5
minimize-5gons-u5-cube-maxcdcl-61-tmp-15-2655746.wcnf.xz,77
xai-mindset2-corral.wcnf.xz,12
biorepair-heatShock_WT_154_12.lp.sm-extracted.wcnf.xz,2
min-fill-MinFill_R0_myciel5.wcnf.xz,196
frb-frb25-13-2.partial.wcnf.xz,300
ramsey-ram_k3_n10.ra0.wcnf.xz,4
drmx-cryptogen-threshold128_1.wcnf.xz,800
ramsey-ram_k5_n11.ra0.wcnf.xz,0
biorepair-heatShock_WT_161_12.lp.sm-extracted.wcnf.xz,2
drmx-cryptogen-wolfram80_0.wcnf.xz,11516
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_4.wcnf.xz,49
packup-rand96_l2.wcnf.xz,392
MaxSATQueriesinInterpretableClassifiers-twitter_train_3_CNF_2_1.wcnf.xz,1637
max-realizability-power-distribution_5_7.wcnf.xz,0
treewidth-computation-TWComp_1dj7_N73.wcnf.xz,26
frb-frb25-13-3.partial.wcnf.xz,300
fault-diagnosis-s38584_nan_explicit_15_0.wcnf.xz,208
ConsistentQueryAnswering-real-6.wcnf.xz,356
extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_2_10_1.wcnf.xz,8
vpa-UAutomizer_CookSeeZuleger-TACAS2013-Fig7a_true-termination_true-no-overflow.c_Abstraction1.wcnf.xz,105
privilege-escalation-cloud_access_control_repair_task-87.wcnf.xz,14
decision-tree-soybean-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf.xz,22
program-disambiguation-Q42_YESNO_4.wcnf.xz,2
c-inference-pre-processing_c_inference_50_48_fq9.wcnf.xz,0
fault-diagnosis-s38584_nan_explicit_18_0.wcnf.xz,186
vpa-UAutomizer_NarrowKonv_false-termination_true-no-overflow.c_Abstraction2.wcnf.xz,843
minimize-5gons-u5-cube-maxcdcl-46-tmp-15-2655746.wcnf.xz,77
MaxSATQueriesinInterpretableClassifiers-compas_train_5_DNF_5_1.wcnf.xz,2108
frb-frb40-19-2.partial.wcnf.xz,720
MaxSATQueriesinInterpretableClassifiers-toms_test_5_DNF_5_1.wcnf.xz,60
optic-gen_add_4_carry_991.wcnf.xz,56
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_6.wcnf.xz,573
ConsistentQueryAnswering-synthetic-12.wcnf.xz,17989
max-realizability-power-distribution_5_3.wcnf.xz,0
judgment-aggregation-ja-maxham-preflib-00049-00000338.wcnf.xz,53
c-inference-pre-processing_c_inference_50_45_fq19.wcnf.xz,0
c-inference-pre-processing_c_inference_90_36_vq15.wcnf.xz,0
gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3.wcnf.xz,10
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_8.wcnf.xz,30
gen-hyper-tw-GenHyperTW_b02.wcnf.xz,3
causal-discovery-causal_n7_i9_N500_uai14_constant_int.wcnf.xz,46
inconsistency-measurement-im-hit-A-2-WS_300_16_90_30.tgf.pl.wcnf.xz,34
mqc-10tree825p.wcnf.xz,52
treewidth-computation-TWComp_david-pp_N29.wcnf.xz,13
optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_8.wcnf.xz,17
judgment-aggregation-ja-maxham-preflib-00049-00000512.wcnf.xz,54
fault-diagnosis-s38584_nan_explicit_46_0.wcnf.xz,172
aes-key-recovery-AES2-50-54.wcnf.xz,2
c-inference-pre-processing_c_inference_70_99_vq20.wcnf.xz,0
judgment-aggregation-ja-maxham-preflib-00049-00000304.wcnf.xz,56
CircuitTraceCompaction-mrisc_mem2wire.wcnf.xz,5
aes-sbox_8.wcnf.xz,301
min-fill-MinFill_R0_myciel4.wcnf.xz,46
inconsistency-measurement-im-sum-A-2-stb_547_485.tgf.pl.wcnf.xz,66
des-cnf.11.p.10.wcnf.xz,11
ramsey-ram_k4_n8.ra0.wcnf.xz,0
aes-key-recovery-AES1-70-25.wcnf.xz,1
program-disambiguation-Q16_OPTIONS_2.wcnf.xz,0
max-realizability-power-distribution_5_6.wcnf.xz,0
atcoss-atcoss_sugar_19.wcnf.xz,8
planning-bnn-navigation_3x3_4.wcnf.xz,4
frb-frb25-13-1.partial.wcnf.xz,300
railway-transport-dp43.wcnf.xz,47
xai-mindset2-lymphography.wcnf.xz,52
atcoss-atcoss_mesat_11.wcnf.xz,50
close_solutions-teams20_l5a.cnf.wcnf.xz,16
minimize-5gons-u5-cube-maxcdcl-20-tmp-15-2655746.wcnf.xz,77
mqc-10tree120p.wcnf.xz,41
xai-mindset2-promoters.wcnf.xz,92
minimize-5gons-u5-cube-maxcdcl-18-tmp-15-2655746.wcnf.xz,77
packup-rand874_l2.wcnf.xz,863
packup-4ede8d96-c17a-11df-a7c5-00163e3d3b7c_l3.wcnf.xz,631
judgment-aggregation-ja-slater-preflib-00043-00000180.wcnf.xz,306
minimize-5gons-u5-cube-maxcdcl-48-tmp-15-2655746.wcnf.xz,77
judgment-aggregation-ja-maxham-preflib-00049-00000092.wcnf.xz,46
extension-enforcement-extension-enforcement_strict_com_200_0.1_0_10_1.wcnf.xz,35
inconsistency-measurement-im-contension-A-2-grd_3018_3_7.tgf.pl.wcnf.xz,529
SeanSafarpour-rsdecoder5.dimacs.filtered.wcnf.xz,2
setcover-sts-data.729.wcnf.xz,617
packup-rand209_l2.wcnf.xz,1199
c-inference-pre-processing_c_inference_60_56_fq5.wcnf.xz,0
mqc-10tree501p.wcnf.xz,2
fault-diagnosis-s38584_nan_explicit_33_0.wcnf.xz,189
drmx-cryptogen-wolfram80_7.wcnf.xz,11440
xai-mindset2-australian.wcnf.xz,471
program-disambiguation-Q36_YESNO_1.wcnf.xz,0
program-disambiguation-Q4_YESNO_2.wcnf.xz,1
des-cnf.15.p.9.wcnf.xz,15
atcoss-atcoss_mesat_09.wcnf.xz,0
c-inference-pre-processing_c_inference_80_0_fq16.wcnf.xz,0
privilege-escalation-cloud_access_control_repair_task-178.wcnf.xz,20
packup-rand208_l2.wcnf.xz,349
vpa-UAutomizer_seq_true-unreach-call_true-termination.i_Abstraction1.wcnf.xz,299
close_solutions-SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf.xz,148
MaxSATQueriesinInterpretableClassifiers-parkinsons_test_9_DNF_2_1.wcnf.xz,8
CircuitTraceCompaction-spi.wcnf.xz,46
gen-hyper-tw-GenHyperTW_flat30-1.wcnf.xz,20
scheduling-cnf_10_center.wcnf.xz,159
minimize-5gons-u5-cube-maxcdcl-23-tmp-15-2655746.wcnf.xz,77
causal-discovery-causal_n6_i5_N10000_uai13_harddeps_int.wcnf.xz,4
optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz,250
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_5.wcnf.xz,160
causal-discovery-causal_n6_i4_N500_uai14_constant_int.wcnf.xz,17
aes-key-recovery-AES2-50-52.wcnf.xz,2
planning-bnn-sysadmin_4_4.wcnf.xz,4
mbd-b20_C-mbd14-0349.wcnf.xz,22
min-fill-MinFill_R0_queen9_9.wcnf.xz,1639
min-fill-MinFill_R0_myciel7.wcnf.xz,3229
min-fill-MinFill_R3_huck.wcnf.xz,2
treewidth-computation-TWComp_water_N32.wcnf.xz,9
close_solutions-SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.8.wcnf.xz,50
wqueens-wqueens12_10.wcsp.dir.wcnf.xz,4
planning-bnn-navigation_3x3_5.wcnf.xz,4
CircuitDebuggingProblems-mrisc-debug.dimacs.wcnf.xz,1
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_3_10_4.wcnf.xz,8
optic-gen_square_5_33.wcnf.xz,135
frb-frb40-19-5.partial.wcnf.xz,720
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz,284
mqc-10tree620p.wcnf.xz,39
program-disambiguation-Q38_YESNO_3.wcnf.xz,1
planning-bnn-sysadmin_5_4.wcnf.xz,6
privilege-escalation-cloud_access_control_repair_task-73.wcnf.xz,31
SeanSafarpour-c6_DD_s3_f1_e1_v1-bug-fourvec-gate-0.dimacs.seq.filtered.wcnf.xz,4
des-cnf.16.p.5.wcnf.xz,16
inconsistency-measurement-im-forgetting-T-2-stb_265_466.tgf.pl.wcnf.xz,36
logic-synthesis-normalized-clip.b.opb.msat.wcnf.xz,15
aes-key-recovery-AES1-72-27.wcnf.xz,1
mbd-b22_C-mbd14-0250.wcnf.xz,22
scheduling-cnf_12.wcnf.xz,61
decision-tree-mushroom-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz,0
ConsistentQueryAnswering-synthetic-8.wcnf.xz,7349
c-inference-pre-processing_c_inference_60_90_fq20.wcnf.xz,0
minimize-5gons-u5-cube-maxcdcl-44-tmp-15-2655746.wcnf.xz,77
fault-diagnosis-s38417_nan_explicit_13_0.wcnf.xz,67
frb-frb35-17-4.partial.wcnf.xz,560
CircuitDebuggingProblems-rsdecoder-debug.dimacs.wcnf.xz,1
treewidth-computation-TWComp_david_N87.wcnf.xz,13
min-fill-MinFill_R0_mulsol.i.3.wcnf.xz,241
xai-mindset2-postoperative-patient-data.wcnf.xz,62
decision-tree-vote-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf.xz,0
gen-hyper-tw-GenHyperTW_flat30-99.wcnf.xz,22
pseudoBoolean-normalized-ssa7552-038.opb.msat.wcnf.xz,1448
mqc-10tree515p.wcnf.xz,31
MaxSATQueriesinInterpretableClassifiers-ilpd_test_0_DNF_5_1.wcnf.xz,31
logic-synthesis-normalized-bench1.pi.opb.msat.wcnf.xz,121
planning-bnn-navigation_3x3_6.wcnf.xz,4
MaxSATQueriesinInterpretableClassifiers-tictactoe_test_6_CNF_4_1.wcnf.xz,74
min-fill-MinFill_R5_jean.wcnf.xz,11
decision-tree-car-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf.xz,143
xai-mindset2-colic.wcnf.xz,152
c-inference-pre-processing_c_inference_50_56_vq12.wcnf.xz,0
protein_ins-1vii_.1cph_.g.wcnf.t.wcnf.xz,7
mqc-10tree605posib.wcnf.xz,9
biorepair-heatShock_WT_157_12.lp.sm-extracted.wcnf.xz,3
inconsistency-measurement-im-sum-B-3-stb_428_430.tgf.pl.wcnf.xz,53
judgment-aggregation-ja-maxham-preflib-00049-00000272.wcnf.xz,56
setcover-sts-data.243.wcnf.xz,198
minimize-5gons-u5-cube-maxcdcl-32-tmp-15-2655746.wcnf.xz,77
protein_ins-p1.wcnf.t.wcnf.xz,35
ConsistentQueryAnswering-synthetic-13.wcnf.xz,5583
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz,282
optic-gen_mult_5_5_991.wcnf.xz,230
judgment-aggregation-ja-maxham-preflib-00049-00000511.wcnf.xz,46
judgment-aggregation-ja-slater-preflib-00049-00000451.wcnf.xz,505
causal-discovery-causal_n7_i8_N1000_uai14_constant_int.wcnf.xz,24
SeanSafarpour-wb_4m8s1.dimacs.filtered.wcnf.xz,33
c-inference-pre-processing_c_inference_70_96_f37.wcnf.xz,0
mqc-10tree715p.wcnf.xz,31
frb-frb35-17-5.partial.wcnf.xz,560
judgment-aggregation-ja-slater-preflib-00043-00000196.wcnf.xz,321
minimize-5gons-u5-cube-maxcdcl-41-tmp-15-2655746.wcnf.xz,77
program-disambiguation-Q35_OPTIONS_1.wcnf.xz,0
HaplotypeAssembly-splitedReads_137.matrix.wcnf.xz,90
minimize-5gons-u5-cube-maxcdcl-49-tmp-15-2655746.wcnf.xz,77
rna-alignment-k50-23-49.rna.pre.wcnf.xz,536
ConsistentQueryAnswering-real-2.wcnf.xz,368
judgment-aggregation-ja-maxham-preflib-00049-00000562.wcnf.xz,42
fault-diagnosis-s38584_nan_explicit_16_0.wcnf.xz,188
vpa-UAutomizer_GopanReps-CAV2006-Fig1a_true-termination_true-no-overflow.c.c_Abstraction1.wcnf.xz,617
decision-tree-soybean-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf.xz,9
program-disambiguation-Q20_YESNO_3.wcnf.xz,1
close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf.wcnf.2.wcnf.xz,30
MaxSATQueriesinInterpretableClassifiers-adult_test_9_CNF_2_1.wcnf.xz,2308
ramsey-ram_k5_n16.ra0.wcnf.xz,0
atcoss-atcoss_sugar_10.wcnf.xz,13
privilege-escalation-cloud_access_control_repair_task-47.wcnf.xz,24
mbd-b22_C-mbd14-0249.wcnf.xz,20
mbd-b22_C-mbd14-0207.wcnf.xz,25
atcoss-atcoss_sugar_16.wcnf.xz,0
treewidth-computation-TWComp_hailfinder_N56.wcnf.xz,4
privilege-escalation-cloud_access_control_repair_task-56.wcnf.xz,9
atcoss-atcoss_mesat_15.wcnf.xz,28
des-cnf.10.p.9.wcnf.xz,10
drmx-cryptogen-threshold128_2.wcnf.xz,808
gen-hyper-tw-GenHyperTW_2bitcomp_5.wcnf.xz,16
wqueens-wqueens8_6.wcsp.dir.wcnf.xz,1
logic-synthesis-normalized-max1024.pi.opb.msat.wcnf.xz,259
planning-bnn-sysadmin_5_3.wcnf.xz,4
drmx-cryptogen-wolfram72_8.wcnf.xz,9288
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_2.wcnf.xz,139
ramsey-ram_k4_n12.ra0.wcnf.xz,0
c-inference-pre-processing_c_inference_80_1_fq10.wcnf.xz,0
mbd-b21_C-mbd14-0368.wcnf.xz,22
fault-diagnosis-s01423_nan_explicit_4_0.wcnf.xz,56
program-disambiguation-Q42_YESNO_3.wcnf.xz,1
close_solutions-SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.1.wcnf.xz,23
logic-synthesis-normalized-sao2.b.opb.msat.wcnf.xz,25
MaxSATQueriesinInterpretableClassifiers-heart_train_2_CNF_3_1.wcnf.xz,41
SeanSafarpour-fpu1-problem.dimacs_13.filtered.wcnf.xz,1
fault-diagnosis-s38417_nan_explicit_18_0.wcnf.xz,63
wqueens-wqueens10_8.wcsp.dir.wcnf.xz,4
mqc-10tree1001posib.wcnf.xz,2
protein_ins-3ebx_.6ebx_.g.wcnf.t.wcnf.xz,23
fault-diagnosis-s00641_nan_explicit_3_0.wcnf.xz,58
ramsey-ram_k5_n14.ra0.wcnf.xz,0
min-fill-MinFill_R0_queen11_11.wcnf.xz,4207
c-inference-pre-processing_c_inference_50_45_vq6.wcnf.xz,0
mbd-b22_C-mbd14-0272.wcnf.xz,28
causal-discovery-causal_n5_i7_N1000_uai13_harddeps_int.wcnf.xz,17
mqc-10tree102posib.wcnf.xz,4
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_4_10_2.wcnf.xz,6
optic-gen_cvc-add3-bw3_991.wcnf.xz,122
inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl.wcnf.xz,497
privilege-escalation-cloud_access_control_repair_task-198.wcnf.xz,0
privilege-escalation-cloud_access_control_repair_task-130.wcnf.xz,36
minimize-5gons-u5-cube-maxcdcl-38-tmp-15-2655746.wcnf.xz,77
MaxSATQueriesinInterpretableClassifiers-heart_train_0_CNF_1_1.wcnf.xz,63
minimize-5gons-u5-cube-maxcdcl-58-tmp-15-2655746.wcnf.xz,77
frb-frb30-15-3.partial.wcnf.xz,420
minimize-5gons-u5-cube-maxcdcl-29-tmp-15-2655746.wcnf.xz,77
c-inference-pre-processing_c_inference_50_65_vq16.wcnf.xz,0
gen-hyper-tw-GenHyperTW_grid5.wcnf.xz,3
inconsistency-measurement-im-forgetting-B-3-stb_696_412.tgf.pl.wcnf.xz,80
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf.xz,145
frb-frb30-15-5.partial.wcnf.xz,420
gen-hyper-tw-GenHyperTW_uf20-099.wcnf.xz,6
wqueens-wqueens14_12.wcsp.dir.wcnf.xz,4
drmx-cryptogen-geffe128_2.wcnf.xz,800
ConsistentQueryAnswering-synthetic-10.wcnf.xz,14623
decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf.xz,56
xai-mindset2-house-votes-84.wcnf.xz,74
atcoss-atcoss_sugar_11.wcnf.xz,50
frb-frb35-17-1.partial.wcnf.xz,560
biorepair-Stat_vs_Exp_16_12.lp.sm-extracted.wcnf.xz,5
extension-enforcement-extension-enforcement_strict_com_200_0.05_4_20_4.wcnf.xz,50
planning-bnn-cellda_y_9.wcnf.xz,6
min-fill-MinFill_R1_games120.wcnf.xz,1627
privilege-escalation-cloud_access_control_repair_task-117.wcnf.xz,12
decision-tree-soybean-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz,4
max-realizability-power-distribution_5_5.wcnf.xz,0
mbd-b20_C-mbd14-0356.wcnf.xz,20
des-cnf.20.d.10.wcnf.xz,20
protein_ins-1knt_.5pti_.g.wcnf.t.wcnf.xz,29
CircuitDebuggingProblems-sudoku-debug.dimacs.wcnf.xz,1
c-inference-pre-processing_c_inference_60_57_fq6.wcnf.xz,0
inconsistency-measurement-im-contension-A-2-grd_5178_1_1.tgf.pl.wcnf.xz,837
decision-tree-splice-1-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz,1016
inconsistency-measurement-im-sum-T-1-grd_2130_2_7.tgf.pl.wcnf.xz,406
SeanSafarpour-mem_ctrl-problem.dimacs_27.filtered.wcnf.xz,1
privilege-escalation-cloud_access_control_repair_task-37.wcnf.xz,7
c-inference-pre-processing_c_inference_50_56_fq1.wcnf.xz,0
privilege-escalation-cloud_access_control_repair_task-157.wcnf.xz,3
c-inference-pre-processing_c_inference_100_58_f6.wcnf.xz,0
judgment-aggregation-ja-maxham-preflib-00049-00000003.wcnf.xz,41
SeanSafarpour-rsdecoder4.dimacs.filtered.wcnf.xz,4
min-fill-MinFill_R0_queen7_7.wcnf.xz,495
decision-tree-hypothyroid-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf.xz,39
ConsistentQueryAnswering-synthetic-6.wcnf.xz,3196
c-inference-pre-processing_c_inference_60_63_vq12.wcnf.xz,0
minimize-5gons-u5-cube-maxcdcl-53-tmp-15-2655746.wcnf.xz,77
extension-enforcement-extension-enforcement_non-strict_stb_200_0.1_4_10_2.wcnf.xz,8
optic-gen_mult_3_5_33.wcnf.xz,123
optic-gen_add_6_carry_991.wcnf.xz,104
biorepair-heatShock_WT_192_12.lp.sm-extracted.wcnf.xz,1
des-cnf.11.p.7.wcnf.xz,11
fault-diagnosis-s38417_nan_explicit_27_0.wcnf.xz,67
privilege-escalation-cloud_access_control_repair_task-149.wcnf.xz,4
min-fill-MinFill_R0_myciel3.wcnf.xz,10
c-inference-pre-processing_c_inference_60_0_fq16.wcnf.xz,0
wqueens-wqueens16_14.wcsp.dir.wcnf.xz,5
xai-mindset2-appendicitis.wcnf.xz,56
vpa-UAutomizer_array12_alloca_true-termination.c.i_Abstraction1.wcnf.xz,696
min-fill-MinFill_R3_miles750.wcnf.xz,473
HaplotypeAssembly-splitedReads_0.matrix.wcnf.xz,1510
aes-key-recovery-AES2-60-56.wcnf.xz,2
close_solutions-SAT02__industrial__goldberg__fpga_routing__vda_gr_rcs_w9.shuffled.cnf.wcnf.8.wcnf.xz,3
aes-key-recovery-AES1-40-6.wcnf.xz,1
xai-mindset2-cleveland-nominal.wcnf.xz,228
hs-timetabling-SouthAfricaWoodlands2009.xml.wcnf.xz,0
aes-mul_8_11.wcnf.xz,64
protein_ins-1knt_.1bpi_.g.wcnf.t.wcnf.xz,35
MaxSATQueriesinInterpretableClassifiers-credit_train_3_DNF_3_1.wcnf.xz,4814
atcoss-atcoss_mesat_01.wcnf.xz,20
decision-tree-soybean-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf.xz,6
des-cnf.17.t.8.wcnf.xz,17
packup-rand943_l2.wcnf.xz,829
xai-mindset2-hepatitis.wcnf.xz,58
protein_ins-1knt_.2knt_.g.wcnf.t.wcnf.xz,16
close_solutions-SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.9.wcnf.xz,82
min-fill-MinFill_R0_mulsol.i.1.wcnf.xz,142
CircuitDebuggingProblems-vga-debug.dimacs.wcnf.xz,1
SeanSafarpour-divider-problem.dimacs_5.filtered.wcnf.xz,2
treewidth-computation-TWComp_alarm_N37.wcnf.xz,4
packup-rand289_l2.wcnf.xz,350
extension-enforcement-extension-enforcement_strict_com_200_0.2_1_10_0.wcnf.xz,16
protein_ins-sandiaprotein.g.wcnf.t.wcnf.xz,28
pseudoBoolean-normalized-aim-200-6_0-yes1-2.opb.msat.wcnf.xz,200
mbd-b22_C-mbd14-0308.wcnf.xz,24
inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl.wcnf.xz,34
railway-transport-pesp_5min.wcnf.xz,68
c-inference-pre-processing_c_inference_50_54_fq15.wcnf.xz,0
judgment-aggregation-ja-slater-preflib-00049-00000107.wcnf.xz,300
program-disambiguation-Q6_YESNO_3.wcnf.xz,0
logic-synthesis-normalized-alu4.b.opb.msat.wcnf.xz,50
pseudoBoolean-normalized-mps-v2-20-10-stein45.opb.msat.wcnf.xz,30
planning-bnn-sysadmin_4_3.wcnf.xz,2
drmx-cryptogen-wolfram80_4.wcnf.xz,11440
CircuitDebuggingProblems-wb-debug.dimacs.wcnf.xz,28
causal-discovery-causal_n5_i2_N500_uai13_harddeps_int.wcnf.xz,5
fault-diagnosis-s38417_nan_explicit_11_0.wcnf.xz,68
railway-transport-pesp_18Min.wcnf.xz,280
causal-discovery-causal_n5_i5_N10000_uai13_constant_int.wcnf.xz,5
atcoss-atcoss_mesat_14.wcnf.xz,0
c-inference-pre-processing_c_inference_70_97_fq1.wcnf.xz,0
packup-rand736_l2.wcnf.xz,1232
logic-synthesis-normalized-9sym.b.opb.msat.wcnf.xz,5
gen-hyper-tw-GenHyperTW_hole8.wcnf.xz,9
MaxSATQueriesinInterpretableClassifiers-titanic_train_2_DNF_3_1.wcnf.xz,244
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_3_10_1.wcnf.xz,8
minimize-5gons-u5-cube-maxcdcl-13-tmp-15-2655746.wcnf.xz,77
biorepair-heatShock_WT_165_12.lp.sm-extracted.wcnf.xz,5
frb-frb25-13-4.partial.wcnf.xz,300
mbd-b17_C-mbd14-0217.wcnf.xz,24
logic-synthesis-normalized-exam.pi.opb.msat.wcnf.xz,63
treewidth-computation-TWComp_celar02_N100.wcnf.xz,10
frb-frb30-15-4.partial.wcnf.xz,420
pseudoBoolean-normalized-g9x3.opb.msat.wcnf.xz,7
xai-mindset2-new-thyroid.wcnf.xz,126
privilege-escalation-cloud_access_control_repair_task-18.wcnf.xz,6
gen-hyper-tw-GenHyperTW_atv_partial_system.wcnf.xz,3
aes-key-recovery-AES2-74-74.wcnf.xz,25
program-disambiguation-Q29_YESNO_1.wcnf.xz,1
scheduling-cnf_10.wcnf.xz,50
